Time	Price
2024-12-17 02:43:03	4067.78
2024-12-17 03:00:02	4083.08
2024-12-17 04:00:02	4057.6
2024-12-17 05:00:03	4048.09
2024-12-17 06:00:03	4050.66
2024-12-17 07:00:02	4026.73
2024-12-17 08:00:03	3987.48
2024-12-17 09:00:02	3963.48
2024-12-17 10:00:01	3988.84
2024-12-17 11:00:03	4009.49
2024-12-17 12:00:02	4036.25
2024-12-17 13:00:02	4004.29
2024-12-17 14:00:02	4019.63
2024-12-17 18:00:01	4025.63
2024-12-17 19:00:03	4011.53
2024-12-17 20:00:01	3997.6
2024-12-17 21:00:01	4004.45
2024-12-17 22:00:02	4008.34
2024-12-17 23:00:01	4014.56
2024-12-18 00:00:04	3939.13
2024-12-18 01:00:02	3949.26
2024-12-18 02:00:03	3980.17
2024-12-18 03:00:02	3931.3
2024-12-18 04:00:02	3944.58
2024-12-18 05:00:04	3943.86
2024-12-18 06:00:02	3933.81
2024-12-18 07:00:02	3877.04
2024-12-18 08:00:03	3881.61
2024-12-18 09:00:01	3884.59
2024-12-18 10:00:02	3840.55
2024-12-18 11:00:01	3869.48
2024-12-18 12:00:01	3852.09
2024-12-18 13:00:01	3838.31
2024-12-18 14:00:02	3832.77
2024-12-18 15:00:02	3827.97
2024-12-18 16:00:02	3847.01
2024-12-18 17:00:01	3842.46
2024-12-18 18:00:01	3870.65
2024-12-18 19:00:03	3874.55
2024-12-18 20:00:04	3880.98
2024-12-18 21:00:04	3857.47
2024-12-18 22:00:03	3857.39
2024-12-18 23:00:01	3837.24
2024-12-19 00:00:03	3863.67
2024-12-19 01:00:01	3874.81
2024-12-19 02:00:01	3881.12
2024-12-19 03:00:02	3885.75
2024-12-19 04:00:03	3809.29
2024-12-19 05:00:02	3721.31
2024-12-19 06:00:02	3702.01
2024-12-19 07:00:02	3682.04
2024-12-19 08:00:02	3619.58
2024-12-19 09:00:03	3645.51
2024-12-19 10:00:02	3626.45
2024-12-19 11:00:02	3648.01
2024-12-19 12:00:02	3667.66
2024-12-19 13:00:01	3656.71
2024-12-19 14:00:02	3674.51
2024-12-19 16:01:57	3692.47
2024-12-19 18:00:02	3676.62
2024-12-19 19:00:02	3712.91
2024-12-19 20:00:02	3704.61
