Time	Price
2024-12-17 02:43:08	6.13
2024-12-17 03:00:08	6.16
2024-12-17 04:00:06	6.1
2024-12-17 05:00:08	6.07
2024-12-17 06:00:07	6.1
2024-12-17 07:00:07	6.11
2024-12-17 08:00:08	6.06
2024-12-17 09:00:08	6.02
2024-12-17 10:00:05	6.05
2024-12-17 11:00:08	6.06
2024-12-17 12:00:07	6.1
2024-12-17 13:00:06	6.04
2024-12-17 14:00:05	6.05
2024-12-17 18:00:04	6.11
2024-12-17 19:00:09	6.1
2024-12-17 20:00:05	6.11
2024-12-17 21:00:05	6.13
2024-12-17 22:00:06	6.09
2024-12-17 23:00:07	6.04
2024-12-18 00:00:08	5.9
2024-12-18 01:00:06	5.97
2024-12-18 02:00:08	6.02
2024-12-18 03:00:09	5.92
2024-12-18 04:00:08	5.92
2024-12-18 05:00:08	5.9
2024-12-18 06:00:07	5.9
2024-12-18 07:00:06	5.8
2024-12-18 08:00:07	5.81
2024-12-18 09:00:05	5.83
2024-12-18 10:00:05	5.81
2024-12-18 11:00:05	5.84
2024-12-18 12:00:07	5.81
2024-12-18 13:00:06	5.72
2024-12-18 14:00:06	5.77
2024-12-18 15:00:06	5.75
2024-12-18 16:00:08	5.7
2024-12-18 17:00:06	5.7
2024-12-18 18:00:06	5.78
2024-12-18 19:00:07	5.78
2024-12-18 20:00:09	5.78
2024-12-18 21:00:10	5.7
2024-12-18 22:00:09	5.7
2024-12-18 23:00:07	5.71
2024-12-19 00:00:08	5.69
2024-12-19 01:00:07	5.71
2024-12-19 02:00:06	5.73
2024-12-19 03:00:07	5.73
2024-12-19 04:00:09	5.61
2024-12-19 05:00:09	5.42
2024-12-19 06:00:06	5.47
2024-12-19 07:00:06	5.47
2024-12-19 08:00:07	5.44
2024-12-19 09:00:08	5.43
2024-12-19 10:00:06	5.4
2024-12-19 11:00:08	5.34
2024-12-19 12:00:05	5.46
2024-12-19 13:00:05	5.45
2024-12-19 14:00:08	5.46
2024-12-19 16:02:02	5.48
2024-12-19 18:00:09	5.47
2024-12-19 19:00:08	5.45
2024-12-19 20:00:07	5.45
