Time	Price
2024-12-17 02:43:04	49.96
2024-12-17 03:00:04	50.55
2024-12-17 04:00:04	49.98
2024-12-17 05:00:04	49.64
2024-12-17 06:00:04	49.93
2024-12-17 07:00:04	49.85
2024-12-17 08:00:04	49.08
2024-12-17 09:00:03	48.61
2024-12-17 10:00:03	49.37
2024-12-17 11:00:05	49.13
2024-12-17 12:00:04	49.34
2024-12-17 13:00:03	48.82
2024-12-17 14:00:03	48.93
2024-12-17 18:00:02	50.28
2024-12-17 19:00:06	50.56
2024-12-17 20:00:02	50.18
2024-12-17 21:00:02	50.54
2024-12-17 22:00:04	50.76
2024-12-17 23:00:03	50.04
2024-12-18 00:00:06	48.63
2024-12-18 01:00:03	49.4
2024-12-18 02:00:04	49.83
2024-12-18 03:00:04	49.14
2024-12-18 04:00:04	48.79
2024-12-18 05:00:05	49
2024-12-18 06:00:04	49.01
2024-12-18 07:00:03	47.88
2024-12-18 08:00:04	47.8
2024-12-18 09:00:02	47.79
2024-12-18 10:00:03	47.37
2024-12-18 11:00:03	47.66
2024-12-18 12:00:02	47.13
2024-12-18 13:00:02	46.28
2024-12-18 14:00:04	46.71
2024-12-18 15:00:03	46.41
2024-12-18 16:00:05	46.54
2024-12-18 17:00:04	46.21
2024-12-18 18:00:03	46.84
2024-12-18 19:00:04	46.74
2024-12-18 20:00:05	47.16
2024-12-18 21:00:06	46.43
2024-12-18 22:00:05	46.33
2024-12-18 23:00:04	46.33
2024-12-19 00:00:05	46.3
2024-12-19 01:00:03	46.37
2024-12-19 02:00:04	46.65
2024-12-19 03:00:03	46.94
2024-12-19 04:00:05	45.77
2024-12-19 05:00:05	44.25
2024-12-19 06:00:03	44.1
2024-12-19 07:00:03	43.57
2024-12-19 08:00:04	42.78
2024-12-19 09:00:04	42.92
2024-12-19 10:00:03	42.33
2024-12-19 11:00:04	41.85
2024-12-19 12:00:03	42.87
2024-12-19 13:00:03	42.71
2024-12-19 14:00:04	42.83
2024-12-19 16:01:58	43
